Policy_ID,Policy_Type,Age,Issue_year,Current_Year,Coverage,RiskClass,Premium,Claims,Claim_Costs,Profitability
1546,Life,8,2009,2023,79178.57,Standard,15835.71363,0,0,1
1487,Auto,61,2007,2023,79193.98,SubStandard,1583.879695,2,317,0.799858537
1316,Life,14,2008,2023,79218.87,SubStandard,15843.77368,2,31690,-1.000154802
1894,Auto,13,2006,2023,79254.22,Standard,1585.084397,0,0,1
1305,Auto,3,2009,2023,79269.28,Standard,1585.385563,0,0,1
1504,Life,13,2001,2023,79304.33,SubStandard,15860.86536,3,3170,0.800137008
1870,Auto,44,2007,2023,79322.98,Substandard,1586.459588,1,317,0.800184006
1815,Home,25,2006,2023,79343.96,SubStandard,7934.39601,3,1585,0.800236842
1379,Home,22,2003,2023,79369.14,Standard,7936.91351,0,0,1
1731,Auto,49,2004,2023,79466.52,Standard,1589.330444,0,0,1
1292,Auto,57,2003,2023,79471.28,Substandard,1589.42565,1,2066,-0.299840606
1579,Auto,43,2004,2023,79480.38,Standard,1589.607522,3,2066,-0.299691887
1675,Life,58,2006,2023,79543.47,Substandard,15908.69336,1,20680,-0.299918198
1569,Life,53,2009,2023,79544.38,Standard,15908.87608,0,0,1
1301,Auto,54,,2023,79564.46,Substandard,1591.289138,1,3183,-1.00026502
2013,Auto,46,2002,2023,79617.16,Substandard,1592.343285,1,318,0.800294319
1711,Home,34,2007,2023,79644.19,Preferred,7964.419265,0,0,1
1687,Auto,17,2008,2023,79693.59,SubStandard,1593.871853,3,319,0.799858439
2030,Home,67,2001,2023,79693.88,Standard,7969.38755,3,15940,-1.000153701
1082,Home,35,2002,2023,79715.68,SubStandard,7971.568335,3,10365,-0.30024602
1998,Life,30,2004,2023,79761.95,SubStandard,15952.39055,2,3190,0.800029971
1967,Home,24,2007,2023,79776.62,Standard,7977.662145,0,0,1
1590,Home,36,2009,2023,79793.58,SubStandard,7979.357555,3,15960,-1.000161027
1829,Auto,29,2003,2023,79793.58,Standard,1595.871536,3,2075,-0.30022997
1741,Life,28,2007,2023,79801.99,Standard,15960.39761,0,0,1
2054,Home,43,,2023,79802.04,SubStandard,7980.20379,2,10375,-0.300092112
1599,Home,45,2004,2023,79802.6,SubStandard,7980.259655,2,15960,-0.999934926
1432,Auto,42,2007,2023,79883.16,SubStandard,1597.663181,3,2077,-0.3000237
1852,Auto,72,2002,2023,79889.26,SubStandard,1597.785152,3,2077,-0.299924459
1005,Home,39,2007,2023,79957.09,Substandard,7995.70928,1,10395,-0.300072281
1041,Home,51,2007,2023,79978.74,Substandard,7997.87439,1,10395,-0.299720337
1705,Auto,20,,2023,79991.31,SubStandard,1599.826148,3,320,0.799978266
1929,Home,67,2004,2023,80019.6,Substandard,8001.960285,1,10405,-0.300306379
1455,Life,9,,2023,80036.36,SubStandard,16007.27231,3,32010,-0.99971609
1153,Auto,49,2008,2023,80052.21,Standard,1601.044212,0,0,1
1435,Auto,9,2003,2023,80071.69,Standard,1601.433827,0,0,1
1659,Auto,73,2001,2023,80073.76,SubStandard,1601.475103,3,320,0.800184218
1192,Life,11,2007,2023,80086.02,SubStandard,16017.20443,2,20820,-0.299852299
1427,Life,15,2009,2023,80112.35,Standard,16022.4709,0,0,1
1392,Life,14,2003,2023,80128.88,Substandard,16025.77651,1,20830,-0.299781011
1558,Home,25,2006,2023,80166.35,Substandard,8016.634805,1,1605,0.799791304
1549,Life,32,2002,2023,80182.95,SubStandard,16036.58923,3,32070,-0.9998018
1825,Auto,62,2006,2023,80199,Standard,1603.9799,0,0,1
2053,Home,67,2001,2023,80220.52,Standard,8022.051515,3,16045,-1.000111813
1337,Home,89,2005,2023,80241.41,SubStandard,8024.14094,3,10430,-0.299827617
1473,Home,43,,2023,80261.24,SubStandard,8026.12422,2,1605,0.800028014
1150,Life,13,2007,2023,80288.91,SubStandard,16057.78299,3,3210,0.800096937
1988,Life,43,2008,2023,80296.15,Substandard,16059.23069,1,20880,-0.300186815
1882,Auto,7,2008,2023,80296.35,SubStandard,1605.927018,3,3212,-1.000090891
1092,Auto,11,2003,2023,80344.48,SubStandard,1606.889548,3,2089,-0.300027125
1583,Life,41,,2023,80373.61,Standard,16074.72202,0,0,1
1287,Home,100,2001,2023,80393.87,SubStandard,8039.387385,2,1610,0.799735984
1200,Home,26,2002,2023,80432.85,Standard,8043.285195,0,0,1
1857,Home,28,2004,2023,80446.2,Standard,8044.619655,2,1610,0.799866237
1193,Auto,11,2002,2023,80482.86,SubStandard,1609.657284,3,3219,-0.999804575
1828,Life,30,2008,2023,80525.85,SubStandard,16105.17042,2,20940,-0.300203565
1423,Home,17,,2023,80539.92,Standard,8053.99162,0,0,1
1520,Home,7,2006,2023,80542.18,Standard,8054.21841,0,0,1
1861,Life,39,2003,2023,80566.73,Standard,16113.34689,2,32230,-1.000205185
1482,Life,35,2003,2023,80569.83,Standard,16113.96693,0,0,1
1133,Life,38,2008,2023,80599.43,Substandard,16119.88637,1,20960,-0.300257304
1660,Life,94,2005,2023,80619.96,SubStandard,16123.99197,2,20960,-0.299926224
1809,Life,29,2006,2023,80643.15,Substandard,16128.631,1,32260,-1.00016976
1573,Auto,44,2002,2023,80670.39,Substandard,1613.407753,1,2097,-0.299733434
1681,Home,16,2003,2023,80698.14,Standard,8069.81411,0,0,1
1134,Auto,42,2009,2023,80698.57,Substandard,1613.971432,1,3228,-1.000035401
1332,Home,91,2002,2023,80724.11,Substandard,8072.41126,1,1615,0.799935862
1060,Auto,56,2006,2023,80736.95,SubStandard,1614.739059,2,3229,-0.999703904
1277,Life,79,2001,2023,80779.68,Standard,16155.93537,1,32310,-0.999884207
1104,Life,15,2006,2023,80788.95,SubStandard,16157.79023,3,21010,-0.30030157
1068,Life,31,2004,2023,80839.78,Standard,16167.95615,0,0,1
1073,Home,14,2004,2023,80939.41,SubStandard,8093.94107,2,1620,0.799850285
1799,Life,71,2008,2023,80965.07,SubStandard,16193.01426,2,3240,0.799913719
1537,Life,100,2005,2023,80966.96,Standard,16193.39223,0,0,1
1714,Auto,44,2006,2023,80970.98,Standard,1619.419673,0,0,1
1346,Home,71,2005,2023,80984.65,SubStandard,8098.46518,2,16195,-0.999761639
1915,Auto,12,2009,2023,80992.88,SubStandard,1619.857642,3,324,0.799982423
1269,Auto,55,2005,2023,81131.21,SubStandard,1622.624156,3,2109,-0.299746458
1239,Life,84,2001,2023,81151.91,Standard,16230.3824,0,0,1
1152,Life,69,2008,2023,81156.41,SubStandard,16231.28281,2,32460,-0.999841934
2014,Home,65,2005,2023,81184.2,SubStandard,8118.420155,2,10555,-0.300129803
1939,Life,8,2006,2023,81229.37,Standard,16245.87373,0,0,1
1187,Auto,13,2008,2023,81236.08,SubStandard,1624.72159,2,325,0.799965728
1222,Home,100,2008,2023,81248.68,Substandard,8124.868335,1,1625,0.799996759
2040,Life,26,2007,2023,81252.77,Substandard,16250.55427,1,21130,-0.300263342
1592,Life,40,2007,2023,81263.56,SubStandard,16252.71226,2,21130,-0.300090696
1074,Auto,13,,2023,81333.89,Substandard,1626.677822,1,3253,-0.999781368
1496,Life,53,2008,2023,81342.67,SubStandard,16268.5347,2,3250,0.800227859
1471,Auto,16,2009,2023,81364.17,Substandard,1627.283364,1,2115,-0.299712175
1046,Life,41,2007,2023,81365.69,SubStandard,16273.13802,2,3250,0.800284371
1645,Home,8,2003,2023,81398.81,Standard,8139.88127,0,0,1
1754,Home,14,2004,2023,81417.94,Standard,8141.793505,0,0,1
1811,Home,3,,2023,81491.24,SubStandard,8149.124315,3,16300,-1.000214915
1415,Auto,75,2009,2023,81510.21,Substandard,1630.204277,1,3260,-0.999749385
1079,Auto,66,2008,2023,81602.65,SubStandard,1632.052911,2,2122,-0.300202944
1064,Auto,16,2009,2023,81610.1,SubStandard,1632.201932,2,2122,-0.300084235
1856,Auto,23,2009,2023,81655.19,SubStandard,1633.103788,3,327,0.799767778
1725,Life,17,2007,2023,81679.25,Standard,16335.84933,0,0,1
1680,Auto,12,2005,2023,81714.86,SubStandard,1634.297165,2,2125,-0.300253127
1381,Auto,43,,2023,81736.89,Substandard,1634.737759,1,2125,-0.299902684
1863,Life,10,2008,2023,81737.61,Standard,16347.52111,1,21250,-0.299891271
2028,Home,100,2005,2023,81744.9,SubStandard,8174.490235,3,10625,-0.299775239
1955,Auto,71,2007,2023,81832.25,Standard,1636.645038,0,0,1
2049,Home,28,2006,2023,81854.12,Standard,8185.412365,0,0,1
1105,Life,58,2001,2023,81941.08,Standard,16388.21537,0,0,1
1234,Life,16,2009,2023,81942.12,SubStandard,16388.42388,3,3280,0.799858728
1219,Auto,100,2001,2023,81950.95,Standard,1639.018997,0,0,1
1344,Home,73,2001,2023,81980.47,SubStandard,8198.047465,3,10655,-0.299699721
1360,Home,35,2001,2023,81982.44,Standard,8198.244395,0,0,1
2005,Life,59,2003,2023,81986.67,SubStandard,16397.33475,3,21320,-0.300211304
2022,Auto,41,2001,2023,82028.98,Standard,1640.57965,0,0,1
1656,Home,60,2001,2023,82086.77,SubStandard,8208.67722,2,16415,-0.999713177
1608,Home,48,2006,2023,82097.27,Substandard,8209.7271,1,1640,0.800236965
1025,Home,100,,2023,82112.01,SubStandard,8211.20051,2,10675,-0.300053505
1350,Auto,100,2005,2023,82115.62,SubStandard,1642.312441,3,328,0.800281608
1304,Life,19,2007,2023,82121.66,Substandard,16424.33148,1,21350,-0.299900701
1024,Life,52,2005,2023,82156.71,Substandard,16431.34209,1,32860,-0.999836643
1557,Life,8,2001,2023,82210.75,SubStandard,16442.14918,2,32880,-0.999738577
1508,Auto,45,2005,2023,82219.3,Substandard,1644.386003,1,3289,-1.00013865
1869,Home,22,,2023,82235.91,Substandard,8223.591,1,10690,-0.299918734
1634,Auto,46,2001,2023,82238.26,Substandard,1644.765262,1,329,0.799971456
1070,Life,100,2002,2023,82253.74,Standard,16450.74712,0,0,1
1748,Home,10,2002,2023,82263.1,SubStandard,8226.30971,3,10695,-0.30009693
1517,Auto,10,2002,2023,82264.29,Substandard,1645.28575,1,2139,-0.300078117
1229,Life,33,,2023,82273.93,SubStandard,16454.78665,2,21390,-0.299925697
1805,Home,45,,2023,82275.72,Standard,8227.57194,1,10695,-0.299897476
1737,Life,11,2007,2023,82281.11,SubStandard,16456.22109,3,32910,-0.999851595
1523,Life,24,,2023,82345.63,SubStandard,16469.1257,2,21410,-0.300008294
1774,Life,73,,2023,82348.88,SubStandard,16469.77683,2,21410,-0.299956898
1160,Auto,4,,2023,82393.37,Standard,1647.867358,2,3296,-1.000160986
1387,Life,45,2002,2023,82405.62,SubStandard,16481.12335,2,21430,-0.300275445
1551,Auto,41,2007,2023,82412.13,Substandard,1648.242552,1,330,0.799786749
1087,Auto,72,2001,2023,82418.62,Standard,1648.372463,0,0,1
1251,Home,14,2009,2023,82477.78,Standard,8247.777895,0,0,1
1168,Life,25,2009,2023,82502.34,SubStandard,16500.46819,3,3300,0.800005675
1743,Home,16,2005,2023,82516.25,SubStandard,8251.625445,3,1650,0.800039397
1044,Home,9,2008,2023,82521.55,Substandard,8252.15457,1,16505,-1.000083719
1922,Auto,17,2007,2023,82578.59,Substandard,1651.57183,1,330,0.800190344
2001,Home,12,2003,2023,82579.06,Substandard,8257.906385,1,16515,-0.999901577
1174,Auto,7,2009,2023,82595.88,Substandard,1651.917626,1,330,0.80023217
1249,Auto,20,2003,2023,82692.7,Preferred,1653.853998,0,0,1
1855,Life,12,2009,2023,82737.24,Standard,16547.44852,0,0,1
1790,Life,17,2009,2023,82740.28,Standard,16548.05691,0,0,1
1845,Life,39,2003,2023,82753.89,Substandard,16550.77755,1,21520,-0.300241027
1987,Auto,7,2004,2023,82759.31,SubStandard,1655.186296,3,3310,-0.999774894
1810,Home,43,2004,2023,82787.15,Standard,8278.715075,0,0,1
1017,Life,37,2007,2023,82803.31,Substandard,16560.66169,1,21530,-0.300068826
1286,Life,29,2005,2023,82844.33,Standard,16568.86547,3,3310,0.800227722
1629,Auto,31,2001,2023,82865.03,SubStandard,1657.300531,2,2154,-0.299703922
1055,Life,30,2001,2023,82868.36,SubStandard,16573.67151,2,21550,-0.300255045
1961,Auto,79,2009,2023,82871.76,Substandard,1657.435232,1,2155,-0.300201636
1030,Home,40,2005,2023,82881.87,Standard,8288.18697,1,10775,-0.300043066
1867,Home,14,2007,2023,82903.21,Substandard,8290.321005,1,10775,-0.299708418
1707,Home,36,2003,2023,82912.81,SubStandard,8291.28145,3,1660,0.799789694
1613,Home,38,2009,2023,82955.05,Standard,8295.504975,0,0,1
1233,Home,14,2001,2023,82971.14,Substandard,8297.11398,1,16595,-1.000093049
1570,Life,15,2002,2023,82988.74,SubStandard,16597.74708,3,33200,-1.000271473
1235,Life,25,2008,2023,83015.64,Standard,16603.12897,0,0,1
1048,Home,31,2006,2023,83044.21,SubStandard,8304.421195,2,1660,0.800106478
1236,Auto,8,2003,2023,83127.32,Standard,1662.546495,0,0,1
1285,Life,49,2003,2023,83225.82,SubStandard,16645.16458,3,33290,-0.999980225
1838,Life,73,2009,2023,83229.66,Standard,16645.93179,0,0,1
1342,Life,61,2009,2023,83282.25,SubStandard,16656.45097,2,3330,0.800077459
1958,Auto,45,2001,2023,83318.74,Standard,1666.374758,0,0,1
1135,Auto,33,2008,2023,83330.6,Standard,1666.611999,3,3333,-0.999865597
1584,Auto,22,2006,2023,83468.68,SubStandard,1669.373556,2,3339,-1.000151487
1578,Auto,68,2007,2023,83495.33,Standard,1669.906522,0,0,1
1963,Auto,52,2007,2023,83591.73,Standard,1671.834588,0,0,1
1406,Life,3,2005,2023,83629.64,SubStandard,16725.92784,2,33450,-0.999889054
1270,Life,10,2005,2023,83635.24,Substandard,16727.04711,1,3350,0.79972556
1273,Auto,10,2009,2023,83651.82,Standard,1673.036319,0,0,1
1375,Auto,38,,2023,83660.42,SubStandard,1673.208456,2,335,0.799785855
1784,Auto,10,2003,2023,83690.46,Standard,1673.809246,0,0,1
1018,Home,5,2003,2023,83738.51,Standard,8373.850575,0,0,1
1503,Auto,1,2005,2023,83751.38,Substandard,1675.027555,1,3350,-0.999967099
2046,Life,100,2009,2023,83761.72,Substandard,16752.34426,1,33500,-0.999720128
1056,Home,62,2003,2023,83764.91,SubStandard,8376.490845,2,10890,-0.300067081
1283,Auto,32,2001,2023,83780.92,Preferred,1675.618405,0,0,1
1892,Home,24,2009,2023,83787.98,SubStandard,8378.79796,3,16760,-1.000286924
1535,Home,27,2001,2023,83819.33,SubStandard,8381.93319,2,16765,-1.000135246
1722,Home,50,,2023,83828.9,SubStandard,8382.890225,2,10900,-0.300267534
1124,Home,13,,2023,83879.41,SubStandard,8387.94072,2,10905,-0.300080719
1928,Home,21,2002,2023,83900.51,Substandard,8390.05055,1,16780,-0.99998795
1311,Home,53,2009,2023,83907.57,Substandard,8390.756755,1,1680,0.79977968
1206,Auto,42,2003,2023,83927.67,SubStandard,1678.553388,3,2182,-0.299928865
1408,Home,4,2001,2023,83947.95,SubStandard,8394.794795,3,1680,0.79987599
1552,Auto,90,2009,2023,83984.4,SubStandard,1679.688075,2,336,0.799962859
1139,Life,49,2009,2023,84077.89,Standard,16815.57864,0,0,1
1655,Auto,49,2005,2023,84127.28,Standard,1682.54564,2,337,0.799708256
1682,Life,25,2008,2023,84134.94,Standard,16826.98826,0,0,1
1763,Auto,19,,2023,84144.14,SubStandard,1682.882795,3,2188,-0.300149961
1881,Home,50,,2023,84301.85,SubStandard,8430.18533,2,16860,-0.999956032
1422,Life,59,2009,2023,84310.6,SubStandard,16862.11906,3,21920,-0.299955238
1469,Life,27,2009,2023,84478.7,SubStandard,16895.7391,3,3380,0.799949562
1641,Home,20,2003,2023,84494.77,SubStandard,8449.476675,2,10985,-0.300080517
1970,Home,3,2005,2023,84514.42,Standard,8451.442385,0,0,1
2026,Auto,43,2002,2023,84544.74,Standard,1690.8947,0,0,1
1542,Auto,31,2005,2023,84568.17,Substandard,1691.363323,1,2199,-0.300134613
1121,Life,39,2001,2023,84592.86,SubStandard,16918.57285,3,21990,-0.29975502
1462,Life,7,2006,2023,84627.93,SubStandard,16925.58683,3,22000,-0.299807222
1410,Auto,16,2003,2023,84664.53,Standard,1693.290571,0,0,1
1524,Auto,4,2008,2023,84726.05,Substandard,1694.521064,1,3389,-0.999975139
1062,Life,24,2004,2023,84805.2,SubStandard,16961.04079,3,22050,-0.300038145
1990,Home,47,2009,2023,84838.5,SubStandard,8483.85035,2,11030,-0.300117228
1147,Home,38,2002,2023,84885.12,Standard,8488.512465,0,0,1
1930,Life,54,2005,2023,84930.12,SubStandard,16986.02344,3,33970,-0.999879496
1779,Auto,31,2007,2023,84945.82,SubStandard,1698.916452,2,3398,-1.000098354
1086,Life,1,2008,2023,84950.65,Standard,16990.12949,0,0,1
1231,Life,86,2008,2023,84950.71,Standard,16990.14155,0,0,1
1883,Life,21,,2023,84958.3,Substandard,16991.66044,1,33980,-0.999804558
1964,Home,44,2007,2023,84978.18,SubStandard,8497.81766,2,16995,-0.999925237
1532,Home,64,2001,2023,84988.88,Standard,8498.887865,0,0,1
1765,Auto,3,2002,2023,85051.75,Substandard,1701.034906,1,2211,-0.29979696
1921,Home,24,2007,2023,85055.08,SubStandard,8505.50821,3,1700,0.800129521
1768,Life,1,2004,2023,85071.6,SubStandard,17014.3191,2,3400,0.800168318
1777,Home,9,2005,2023,85087.92,Substandard,8508.791955,1,17020,-1.000283952
1146,Auto,19,2001,2023,85127.57,SubStandard,1702.551434,3,3405,-0.99993958
1321,Home,38,2008,2023,85194.93,SubStandard,8519.493315,3,17040,-1.000118947
1226,Auto,66,2003,2023,85229.49,Standard,1704.589868,0,0,1
1769,Auto,55,2002,2023,85238.87,Standard,1704.777375,3,341,0.799973882
1965,Home,64,2005,2023,85271.19,Standard,8527.11888,0,0,1
1593,Life,30,2002,2023,85274.92,Substandard,17054.98484,1,22170,-0.299913205
1403,Home,87,,2023,85332.42,SubStandard,8533.242015,2,11095,-0.300209227
1352,Life,59,,2023,85347.79,Substandard,17069.55768,1,3410,0.800229153
1363,Home,18,2004,2023,85361.79,SubStandard,8536.179055,3,17070,-0.999723751
1032,Home,1,2006,2023,85363.75,Preferred,8536.374845,0,0,1
1430,Life,44,2007,2023,85375.7,SubStandard,17075.14069,2,22200,-0.3001357
1647,Home,19,2004,2023,85452.84,Standard,8545.28366,0,0,1
1801,Life,26,2001,2023,85492.35,SubStandard,17098.46953,2,34200,-1.000179018
1918,Life,21,2002,2023,85492.92,SubStandard,17098.58484,2,34200,-1.000165529
1318,Life,62,2009,2023,85617.97,Substandard,17123.59368,1,3420,0.800275569
1787,Home,63,2006,2023,85652.38,SubStandard,8565.23791,2,11135,-0.300022266
1329,Life,8,2007,2023,85671.69,SubStandard,17134.339,2,34270,-1.000077155
1830,Home,31,2006,2023,85688.25,SubStandard,8568.82466,3,1715,0.799855865
1327,Auto,36,2001,2023,85777.65,SubStandard,1715.553033,2,3431,-0.999938174
1778,Auto,36,2005,2023,85816.84,SubStandard,1716.336833,2,3433,-1.000190134
1919,Auto,24,2009,2023,85845.42,Standard,1716.908395,0,0,1
1616,Home,57,2009,2023,85959.03,SubStandard,8595.90341,2,1720,0.799904685
1750,Home,18,2009,2023,86011.03,Standard,8601.10311,0,0,1
1724,Home,34,2006,2023,86046.18,Standard,8604.618475,0,0,1
1084,Home,44,2005,2023,86157.75,Standard,8615.774705,0,0,1
1953,Auto,41,2005,2023,86173.22,Standard,1723.464351,0,0,1
1162,Life,38,2005,2023,86236.31,Standard,17247.26135,0,0,1
1045,Home,68,2003,2023,86291.58,SubStandard,8629.157645,3,17260,-1.000195235
1138,Auto,11,2008,2023,86434.3,Standard,1728.685919,0,0,1
1031,Home,28,2009,2023,86516.96,Standard,8651.695965,3,1730,0.800039205
1940,Life,23,2005,2023,86519.52,SubStandard,17303.90341,3,3460,0.800045116
1907,Home,86,2001,2023,86542.35,Standard,8654.235175,0,0,1
1596,Life,45,2004,2023,86645.96,SubStandard,17329.19118,3,22530,-0.300118382
1089,Home,22,2001,2023,86732.44,Substandard,8673.24413,1,17345,-0.999828408
1371,Auto,12,2005,2023,86821.93,Standard,1736.438619,0,0,1
1238,Auto,29,2005,2023,86889.62,Substandard,1737.792351,1,3476,-1.00023898
1120,Life,40,2006,2023,86945.26,Preferred,17389.0519,0,0,1
1054,Auto,15,2004,2023,87064.76,SubStandard,1741.295279,2,348,0.800148772
1639,Life,15,2004,2023,87147.67,Standard,17429.53457,0,0,1
1770,Auto,26,2005,2023,87169.76,Substandard,1743.3952,1,2266,-0.29976267
1756,Auto,26,2003,2023,87388.62,SubStandard,1747.772488,3,2272,-0.299940362
1489,Auto,48,2001,2023,87416.45,Standard,1748.329016,0,0,1
1109,Home,35,2002,2023,87423.04,Substandard,8742.30406,1,1750,0.799823938
1538,Auto,68,2006,2023,87444.64,Standard,1748.892742,0,0,1
1730,Home,28,2001,2023,87536.37,SubStandard,8753.63692,3,11380,-0.300031073
1671,Home,56,2005,2023,87549.29,SubStandard,8754.92885,3,1750,0.800112596
2010,Life,19,2005,2023,87677.79,Substandard,17535.55887,1,22800,-0.30021519
1137,Auto,29,2005,2023,87775.34,SubStandard,1755.506799,2,2282,-0.29990952
1661,Auto,13,2008,2023,87788.05,Substandard,1755.761058,1,2282,-0.299721274
1973,Home,12,2009,2023,87846.42,Standard,8784.642465,0,0,1
1694,Home,14,2004,2023,87894.49,SubStandard,8789.448815,3,1760,0.799759912
1094,Auto,19,2006,2023,87929.01,SubStandard,1758.580102,3,352,0.799838518
1576,Auto,55,2001,2023,88037.95,SubStandard,1760.758937,2,352,0.800086206
1464,Life,5,2005,2023,88122.31,SubStandard,17624.46273,3,35250,-1.000060969
1022,Life,11,2003,2023,88290.28,SubStandard,17658.05602,2,3530,0.800091245
1649,Life,47,2001,2023,88295.93,Standard,17659.18607,0,0,1
1043,Life,7,2005,2023,88403.02,Standard,17680.60319,0,0,1
1255,Life,14,2003,2023,88487.01,Substandard,17697.40184,1,3540,0.799970638
1820,Life,54,2009,2023,88565.67,SubStandard,17713.13363,2,35430,-1.000210733
1125,Life,32,2005,2023,88589.37,Substandard,17717.87411,1,35440,-1.000239971
1723,Auto,32,2007,2023,88616.61,SubStandard,1772.332279,3,3545,-1.000189266
1911,Auto,66,2006,2023,88727.97,SubStandard,1774.559336,3,2307,-0.30004106
1900,Home,60,2002,2023,88812.19,SubStandard,8881.219275,3,11545,-0.299934124
1992,Home,10,2007,2023,89245.05,Standard,8924.50515,0,0,1
1013,Home,35,2004,2023,89341,Standard,8934.100055,0,0,1
1991,Auto,21,,2023,89508.75,SubStandard,1790.174921,2,358,0.800019542
1775,Auto,48,,2023,89619.05,SubStandard,1792.381078,3,3585,-1.000132697
1791,Auto,33,2007,2023,89724.41,Substandard,1794.488133,1,2333,-0.300092186
1586,Auto,54,2006,2023,89981.78,Substandard,1799.63562,1,360,0.799959505
1353,Life,27,2002,2023,90036.81,Standard,18007.36136,0,0,1
1446,Home,37,2006,2023,90083.15,SubStandard,9008.314985,2,1800,0.800184607
1611,Life,21,2004,2023,90131.73,Substandard,18026.34515,1,3610,0.799737552
1975,Life,23,2008,2023,90148.89,Standard,18029.77776,1,3610,0.79977568
1851,Auto,26,2001,2023,90159.03,SubStandard,1803.180691,3,2344,-0.299925189
2039,Life,27,2008,2023,90296.91,SubStandard,18059.38246,3,23480,-0.300155199
1866,Home,21,2004,2023,90431.78,Standard,9043.17751,0,0,1
1814,Auto,66,2003,2023,90538.88,SubStandard,1810.777617,3,362,0.800085888
1019,Life,13,2003,2023,90540.72,Substandard,18108.14446,1,23540,-0.29996754
1003,Auto,14,2003,2023,90625.65,SubStandard,1812.512963,3,363,0.79972557
1330,Home,30,2007,2023,91059.56,Substandard,9105.95617,1,18210,-0.99978999
1995,Home,34,2002,2023,91136.11,Standard,9113.610535,1,18225,-0.999756291
1591,Home,31,2005,2023,91492.4,SubStandard,9149.240395,3,18300,-1.000166048
2042,Life,76,2009,2023,91578.63,SubStandard,18315.72606,3,36630,-0.999920717
1299,Home,42,2008,2023,91894.79,Substandard,9189.47887,1,11945,-0.299856082
1648,Life,21,2005,2023,92205.41,Standard,18441.08222,0,0,1
1237,Life,100,2004,2023,92259.65,Substandard,18451.92975,1,3690,0.800020917
1158,Auto,69,2009,2023,92409.45,Substandard,1848.189014,1,2403,-0.300191691
2037,Auto,12,2005,2023,92797.91,Substandard,1855.958105,1,2413,-0.300137106
1786,Home,71,2008,2023,93039.1,SubStandard,9303.910215,3,1860,0.800084055
1864,Life,9,2005,2023,93099.23,SubStandard,18619.84554,3,3720,0.800213165
1261,Auto,9,2002,2023,93391.51,SubStandard,1867.830144,3,374,0.79976766
1813,Auto,41,2005,2023,93416.79,SubStandard,1868.335737,3,374,0.799821845
1171,Auto,21,2001,2023,93734.68,SubStandard,1874.693574,2,2437,-0.29994578
1666,Home,20,2006,2023,93749.89,Substandard,9374.98931,1,12185,-0.299734815
2045,Home,15,2005,2023,94381.27,SubStandard,9438.126705,3,18875,-0.999867197
2008,Home,52,2004,2023,94529.02,Substandard,9452.90159,1,12290,-0.3001299
1997,Home,51,2009,2023,95036.23,SubStandard,9503.62274,2,19005,-0.999763724
1061,Auto,18,2008,2023,95653.18,Standard,1913.063556,1,383,0.799797556
1678,Life,29,2001,2023,95794.62,Substandard,19158.92465,1,24910,-0.300177356
1818,Home,10,2004,2023,95829.33,Standard,9582.93327,0,0,1
1889,Home,12,2006,2023,96572.64,SubStandard,9657.26419,2,12555,-0.300057631
1088,Auto,30,2004,2023,96705.4,SubStandard,1934.108079,3,387,0.799907769
1397,Life,20,2008,2023,99667.27,SubStandard,19933.45409,3,25910,-0.299824902
,,20,,,,,,,,
,,40,,,,,,,,
,,30,,,,,,,,
,,12,,,,,,,,
,,5,,,,,,,,
,,38,,,,,,,,
,,29,,,,,,,,
,,34,,,,,,,,
,,17,,,,,,,,
,,23,,,,,,,,
,,34,,,,,,,,
,,36,,,,,,,,
,,5,,,,,,,,
,,31,,,,,,,,
,,26,,,,,,,,
,,65,,,,,,,,
,,26,,,,,,,,
,,5,,,,,,,,
,,12,,,,,,,,
,,74,,,,,,,,
,,37,,,,,,,,
,,22,,,,,,,,
,,13,,,,,,,,
,,39,,,,,,,,
,,87,,,,,,,,
,,40,,,,,,,,
,,31,,,,,,,,
,,33,,,,,,,,
,,30,,,,,,,,
,,33,,,,,,,,
,,17,,,,,,,,
,,4,,,,,,,,
,,48,,,,,,,,
,,18,,,,,,,,
,,82,,,,,,,,
,,25,,,,,,,,
,,66,,,,,,,,
,,100,,,,,,,,
,,50,,,,,,,,
,,38,,,,,,,,
,,35,,,,,,,,
,,2,,,,,,,,
,,55,,,,,,,,
,,22,,,,,,,,
,,3,,,,,,,,
,,4,,,,,,,,
,,22,,,,,,,,
,,1,,,,,,,,
,,70,,,,,,,,
,,70,,,,,,,,
,,53,,,,,,,,
,,30,,,,,,,,
,,13,,,,,,,,
,,16,,,,,,,,
,,17,,,,,,,,
,,25,,,,,,,,
,,37,,,,,,,,
,,100,,,,,,,,
,,43,,,,,,,,
,,20,,,,,,,,
,,13,,,,,,,,
,,26,,,,,,,,
,,100,,,,,,,,
,,87,,,,,,,,
,,81,,,,,,,,
,,45,,,,,,,,
,,15,,,,,,,,
,,39,,,,,,,,
,,30,,,,,,,,
,,100,,,,,,,,
,,64,,,,,,,,
,,46,,,,,,,,
,,98,,,,,,,,
,,45,,,,,,,,
,,53,,,,,,,,
,,38,,,,,,,,
,,34,,,,,,,,
,,67,,,,,,,,
,,18,,,,,,,,
,,23,,,,,,,,
,,24,,,,,,,,
,,73,,,,,,,,
,,67,,,,,,,,
,,18,,,,,,,,
,,41,,,,,,,,
,,37,,,,,,,,
,,66,,,,,,,,
,,64,,,,,,,,
,,48,,,,,,,,
